;17: Área Metropolitana de Lisboa;30655;30664;157086;161753;171581;184608;215295;230527;200456;186129;173731;162373;157877;128354;91272;89786;15570;15491;79504;80732;84221;89326;102643;108980;94124;85279;78000;71561;69209;54798;37124;29722;15085;15173;77582;81021;87360;95282;112652;121547;106332;100850;95731;90812;88668;73556;54148;60064;
2020;PT: Portugal;108063;107537;558899;543237;560694;651589;766131;797726;748365;745067;703828;651769;585038;461865;360855;352726;55419;55196;284907;273955;277876;316284;368507;382134;356087;349716;328700;301143;265464;199544;146106;118034;52644;52341;273992;269282;282818;335305;397624;415592;392278;395351;375128;350626;319574;262321;214749;234692;
;17: Área Metropolitana de Lisboa;30624;30404;158531;165775;171557;190361;223611;226619;196549;183387;171983;161955;155047;123244;91418;87645;15512;15497;80148;82333;83920;91703;106204;107393;91934;84137;77249;71309;68013;52935;36775;28460;15112;14907;78383;83442;87637;98658;117407;119226;104615;99250;94734;90646;87034;70309;54643;59185;
2019;PT: Portugal;107431;116737;547860;545779;563303;673005;783098;786195;748505;742769;690884;640844;570484;442781;360861;343512;55165;59755;278887;274075;277652;324911;376779;376331;355853;349298;321863;296428;256360;190849;144287;113700;52266;56982;268973;271704;285651;348094;406319;409864;392652;393471;369021;344416;314124;251932;216574;229812;
;17: Área Metropolitana de Lisboa;30421;32946;157528;169414;172275;197457;229833;220719;194131;182366;169153;162094;151402;117698;90136;85328;15492;16698;79286;83478;83933;94611;109116;104347;90594;83509;75603;71447;65999;50577;35659;27294;14929;16248;78242;85936;88342;102846;120717;116372;103537;98857;93550;90647;85403;67121;54477;58034;
2018;PT: Portugal;116594;113757;537661;545895;573673;685449;799141;774371;752612;731504;678018;629274;550437;430858;352972;332277;59684;57880;273251;273146;281728;329243;383303;370735;357108;344264;316047;290896;244421;183775;139774;108731;56910;55877;264410;272749;291945;356206;415838;403636;395504;387240;361971;338378;306016;247083;213198;223546;
;17: Área Metropolitana de Lisboa;32608;31683;154001;166445;170846;199609;232938;213032;192661;178563;166535;162148;148785;113528;87643;82228;16532;16041;77080;81787;83106;95053;110295;100737;89675;81693;74466;71708;64503;48422;34326;25910;16076;15642;76921;84658;87740;104556;122643;112295;102986;96870;92069;90440;84282;65106;53317;56318;

População residente (Série longa, início 1991 - N.º) por Local de residência (NUTS - 2013), Sexo e Idade -  Anual - INE, Estimativas anuais da população residente

Nota(s):
(1) 2011-2020, Estimativas Definitivas de População Residente - estimativas intercensitárias revistas (revisão regular geral) tendo por referência os resultados dos Censos 2011 e 2021. A partir de 2021, Estimativas Provisórias de População Residente - estimativas pós-censitárias assentes nos resultados dos Censos 2021. <BR>2022, Estimativas Provisórias de População Residente revistas em junho de 2024, que incluem na população residente as pessoas deslocadas da Ucrânia beneficiárias do regime de Proteção Temporária em Portugal.



Última atualização destes dados: 18 de junho de 2024


Metainformação associada ao quadro

População residente (Série longa, início 1991 - N.º)
Designação;População residente (Série longa, início 1991 - N.º) por Local de residência (NUTS - 2013), Sexo e Idade -  Anual
Periodicidade;Anual
Fonte;INE, Estimativas anuais da população residente
Primeiro período disponível;1991
Último período disponível;2023
Dimensões
     Dimensão 1;Período de referência dos dados
     Dimensão 2;Local de residência (NUTS - 2013)
     Dimensão 3;Sexo
     Dimensão 4;Idade
Conceitos
     POPULAÇÃO RESIDENTE;Pessoas que, independentemente de no momento de observação - zero horas do dia de referência - estarem presentes ou ausentes numa determinada unidade de alojamento, aí habitam a maior parte do ano com a família ou detêm a totalidade ou a maior parte dos seus haveres.
     IDADE;Intervalo de tempo que decorre entre a data do nascimento (dia, mês e ano) e as 0 horas da data de referência. A idade é expressa em anos completos, salvo se tratar de crianças com menos de 1 ano, devendo nestes casos ser expressa em meses, semanas ou dias completos.
     PERÍODO DE REFERÊNCIA;Período de tempo a que a informação se refere e que pode ser um dia específico ou um intervalo de tempo (mês, ano fiscal, ano civil, entre outros).
Definição;
Fórmula;Valor estimado
Unidade de Medida (símbolo);Número (N.º)
Potência de 10;0
Data da última atualização;18-Jun-2024
