
Quadro extraído em 18 de Junho de 2024 (14:39:09)
http://www.ine.pt



Período de referência dos dados (1) ;Local de residência (NUTS - 2013);População residente (Série longa, início 1991 - N.º) por Local de residência (NUTS - 2013), Sexo e Idade -  Anual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Sexo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;HM;;;;;;;;;;;;;;;;H;;;;;;;;;;;;;;;;M;;;;;;;;;;;;;;;;
;;Idade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;18 anos;19 anos;20 - 24 anos;25 - 29 anos;30 - 34 anos;35 - 39 anos;40 - 44 anos;45 - 49 anos;50 - 54 anos;55 - 59 anos;60 - 64 anos;65 - 69 anos;70 - 74 anos;75 - 79 anos;80 - 84 anos;85 e mais anos;18 anos;19 anos;20 - 24 anos;25 - 29 anos;30 - 34 anos;35 - 39 anos;40 - 44 anos;45 - 49 anos;50 - 54 anos;55 - 59 anos;60 - 64 anos;65 - 69 anos;70 - 74 anos;75 - 79 anos;80 - 84 anos;85 e mais anos;18 anos;19 anos;20 - 24 anos;25 - 29 anos;30 - 34 anos;35 - 39 anos;40 - 44 anos;45 - 49 anos;50 - 54 anos;55 - 59 anos;60 - 64 anos;65 - 69 anos;70 - 74 anos;75 - 79 anos;80 - 84 anos;85 e mais anos;
;;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;
2023;PT: Portugal;108636;107628;570651;570426;595831;625728;725913;820461;782582;754885;736800;685297;619143;516919;363850;379366;55786;54752;290561;291928;300061;308975;352038;394465;373346;354591;344026;316994;282121;225565;150497;130910;52850;52876;280090;278498;295770;316753;373875;425996;409236;400294;392774;368303;337022;291354;213353;248456;
;17: Área Metropolitana de Lisboa;31906;30664;159919;162753;181468;184840;208060;237294;214608;192893;180213;168088;158399;138384;95610;94742;16430;15558;80578;81877;89320;89953;99673;112246;100747;88460;81613;74498;68862;58696;39424;32073;15476;15106;79341;80876;92148;94887;108387;125048;113861;104433;98600;93590;89537;79688;56186;62669;
2022;PT: Portugal;105639;108469;565378;555084;578434;625604;729857;818452;767932;750521;727409;669746;618759;494631;359261;368507;54020;55309;289136;283434;290068;307340;352494;393300;366542;351904;339566;309736;282322;215355;148063;125825;51619;53160;276242;271650;288366;318264;377363;425152;401390;398617;387843;360010;336437;279276;211198;242682;
;17: Área Metropolitana de Lisboa;30139;30976;158759;161762;177470;183215;209950;235824;207708;189805;176905;164814;159833;133341;92580;91585;15380;15621;80253;80958;87173;88655;100141;111559;97650;86883;79596;72987;69766;56769;37942;30666;14759;15355;78506;80804;90297;94560;109809;124265;110058;102922;97309;91827;90067;76572;54638;60919;
2021;PT: Portugal;107404;108651;560746;544830;564506;634615;743569;807123;753851;746862;716653;658158;603512;478962;358685;362327;54981;55671;286456;276848;281937;310258;358468;387023;359343;350495;334647;303957;275742;207562;146785;122760;52423;52980;274290;267982;282569;324357;385101;420100;394508;396367;382006;354201;327770;271400;211900;239567;
